name;comment;element_type;country;lat;long;exact;start;stop;source;capacity_E_MW;capacity_TH_MW;fuel1;fuel2;fuel3;fuel4;owner;gppd_idnr;url;geolocation_source;year_of_capacity_data;generation_gwh_2013;generation_gwh_2014;generation_gwh_2015;generation_gwh_2016;estimated_generation_gwh
[str];[str];[str];[str];[deg];[deg];[boolean];[yyyy];[yyyy];[str];[double];[double];[str];[str];[str];[str];[str];[str];[str];[str];[yyyy];[GWh];[GWh];[GWh];[GWh];[GWh]
Protergia Power Plant;;{J};Greece;38.3585;22.6883;1;2011;;Hellenic Association of Independent Power Producers;444;;Gas;;;;Protergia;WRI1061101;http://haipp.gr/en/power-plants;GEODB;;;;;;578.0103746
Korinthos Power Plant;;{J};Greece;37.9208;23.0665;1;2012;;Hellenic Association of Independent Power Producers;437;;Gas;;;;Korinthos Power;WRI1061102;http://haipp.gr/en/power-plants;WRI;;;;;;568.8975985
Heron II;;{J};Greece;38.2792;23.3299;1;2010;;Hellenic Association of Independent Power Producers;432;;Gas;;;;TERNA;WRI1061103;http://haipp.gr/en/power-plants;GEODB;;;;;;562.3884726
Thisvi Power Station;;{J};Greece;38.2365;22.95;1;2010;;Hellenic Association of Independent Power Producers;421;;Gas;;;;Elpedison Energy;WRI1061104;http://haipp.gr/en/power-plants;WRI;;;;;;548.0683958
Aliveri;;{J};Greece;38.3896;24.0524;1;;;Public Power Corporation of Greece;420;;Gas;;;;Public Power Company of Greece;WRI1061105;https://www.dei.gr/Default.aspx?t=MapStation.aspx&id=179&nt=124&lang=2;GEODB;;;;;;546.7665706
Thessaloniki Power Plant;;{J};Greece;40.6872;22.885;1;2005;;Hellenic Association of Independent Power Producers;390;;Gas;;;;Elpedison Energy;WRI1061106;http://haipp.gr/en/power-plants;GEODB;;;;;;507.7118156
Agios Georgiou;;{J};Greece;37.9539;23.6104;1;;;Public Power Corporation of Greece;360;;Gas;;;;Public Power Company of Greece;WRI1061107;https://www.dei.gr/Default.aspx?t=MapStation.aspx&id=150&nt=124&lang=2;GEODB;;;;;;468.6570605
Heron I;;{J};Greece;38.2801;23.3264;1;;;Public Power Corporation of Greece;148;;Gas;;;;Public Power Company of Greece;WRI1061108;http://www.dei.gr/Default.aspx?id=146&nt=123&lang=8;GEODB;;;;;;192.6701249
Chania;;{J};Greece;35.488;24.0384;1;1998;;Public Power Corporation of Greece;134;;Gas;;;;Public Power Company of Greece;WRI1061109;http://www.dei.gr/Default.aspx?id=146&nt=123&lang=6;GEODB;;;;;;174.4445725
Tiszai Erè?mèÒ;;{J};Hungary;47.9178;21.0784;1;;;ENTSOE;864;;Gas;;;;;WRI1020247;https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show;WRI;;;;;;1235.204548
Dunamenti Erè?mèÒ;;{J};Hungary;47.3283;18.9169;1;;;ENTSOE;840.7;;Gas;;;;;WRI1020249;https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show;GEODB;;;;2342.443;;1201.894055
G«ÙnyèÒi Erè?mèÒ;;{J};Hungary;47.7384;17.8033;1;;;ENTSOE;426.6;;Gas;;;;;WRI1020250;https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show;GEODB;;;;3850.476;;609.8822455
Alpiq Csepel Erè?mèÒ;;{J};Hungary;47.428;19.0525;1;;;ENTSOE;401;;Gas;;;;;WRI1020251;https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show;GEODB;;;;1912.482;;573.2835922
Kelenf«Ùldi Erè?mèÒ;;{J};Hungary;47.4624;19.0563;1;;;ENTSOE;173;;Gas;;;;;WRI1020253;https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show;GEODB;;;;820.506;;247.3268365
Kispesti Erè?mèÒ;;{J};Hungary;47.4568;19.1673;1;;;ENTSOE;109.2;;Gas;;;;;WRI1020259;https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show;GEODB;;;;1378.533;;156.1161303
Debreceni Kombin«≠ltciklus«ß Erè?mèÒ;;{J};Hungary;47.5185;21.6329;1;;;ENTSOE;95;;Gas;;;;;WRI1020262;https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show;GEODB;;;;;;135.8153149
GREENERGY szab«≠lyoz«≠si k«Ùzpont;;{J};Hungary;46.0641;18.2646;1;;;ENTSOE;45.8;;Gas;;;;;WRI1020270;https://transparency.entsoe.eu/generation/r2/installedCapacityPerProductionUnit/show;WRI;;;;;;65.47727811
Aghada;;{J};Ireland;51.8347;-8.2362;1;;;All Island Project;528;;Gas;;;;ESBPG;WRI1002813;http://www.allislandproject.org/en/market_decision_documents.aspx?article=151a9561-cef9-47f2-9f48-21f6c62cef47;GEODB;;;;;;1846.605823
Poolbeg Combined Cycle;;{J};Ireland;53.3396;-6.1867;1;;;All Island Project;480;;Gas;;;;ESBPG;WRI1002836;http://www.allislandproject.org/en/market_decision_documents.aspx?article=151a9561-cef9-47f2-9f48-21f6c62cef72;GEODB;;;;;;1678.732566
Whitegate;;{J};Ireland;51.8161;-8.2511;1;;;All Island Project;445;;Gas;;;;Bord Gais;WRI1002844;http://www.allislandproject.org/en/market_decision_documents.aspx?article=151a9561-cef9-47f2-9f48-21f6c62cef97;GEODB;;;;;;1556.324983
Aghada CCGT;;{J};Ireland;51.8347;-8.2362;1;;;All Island Project;435;;Gas;;;;ESBPG;WRI1002814;http://www.allislandproject.org/en/market_decision_documents.aspx?article=151a9561-cef9-47f2-9f48-21f6c62cef96;GEODB;;;;;;1521.351388
Dublin Bay Power;;{J};Ireland;53.34;-6.2049;1;;;All Island Project;415;;Gas;;;;Synergen;WRI1002821;http://www.allislandproject.org/en/market_decision_documents.aspx?article=151a9561-cef9-47f2-9f48-21f6c62cef92;GEODB;;;;;;1451.404198
Huntstown Phase II;;{J};Ireland;53.4119;-6.3261;1;;;All Island Project;404;;Gas;;;;Viridian;WRI1002826;http://www.allislandproject.org/en/market_decision_documents.aspx?article=151a9561-cef9-47f2-9f48-21f6c62cef94;GEODB;;;;;;1412.933243
Tynagh;;{J};Ireland;53.1658;-8.381;1;;;All Island Project;388.5;;Gas;;;;Tynagh;WRI1002842;http://www.allislandproject.org/en/market_decision_documents.aspx?article=151a9561-cef9-47f2-9f48-21f6c62cef93;GEODB;;;;;;1358.724171
Huntstown;;{J};Ireland;53.4119;-6.3261;1;;;All Island Project;343;;Gas;;;;Viridian;WRI1002825;http://www.allislandproject.org/en/market_decision_documents.aspx?article=151a9561-cef9-47f2-9f48-21f6c62cef95;GEODB;;;;;;1199.594313
Sealrock (Aughinish CHP);;{J};Ireland;52.6324;-9.0596;1;;;All Island Project;166;;Gas;;;;Aughinish;WRI1002838;http://www.allislandproject.org/en/market_decision_documents.aspx?article=151a9561-cef9-47f2-9f48-21f6c62cef38;GEODB;;;;;;580.5616791
Marina No ST;;{J};Ireland;51.9;-8.4458;1;;;All Island Project;88;;Gas;;;;ESBPG;WRI1002832;http://www.allislandproject.org/en/market_decision_documents.aspx?article=151a9561-cef9-47f2-9f48-21f6c62cef69;GEODB;;;;;;307.7676371
MONTALTO (Alessandro Volta);;{J};Italy;42.3572;11.5373;1;;;ENEL;3446;;Gas;;;;ENEL;WRI1002912;https://www.futur-e.enel.it/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-Disposition&blobheadername2=MDT-Type&blobheadervalue1=inline%3B+filename%3Dmontalto-ita_2.pdf&blobheadervalue2=abinary%3B+charset%3DUTF-8&blobkey=id&blobtable=MungoBlobs&blobwhere=1445865128793&ssbinary=true;GEODB;;;;3.079;;8365.767805
TAVAZZANO;;{J};Italy;45.3325;9.4364;1;2005;;E.ON;1520;;Gas;;;;E. On;WRI1002962;https://web.archive.org/web/20150128221727/http://www.eon-italia.com/en/business/generation/power-plants/tavazzano-and-montanaso.html;GEODB;;;;2365.5;;3690.065892
TORREVALDALIGA South;;{J};Italy;42.1241;11.7624;1;;;Tirreno Power;1488;;Gas;;;;Tirreno;WRI1002970;http://www.tirrenopower.com/en/impianti-elettrici/torrevaldaliga-sud/;GEODB;;;;798.34;;3612.380294
LA CASELLA C.LE;;{J};Italy;45.0904;9.4805;1;;;Dichiarazione Ambientale Anno 2007;1465.85;;Gas;;;;Enel;WRI1002897;https://www.enel.it/it-it/documents/azienda/ambiente/dichiarazioni_ambientali/lacasella_da2007_2008.pdf;GEODB;;;;520.48;;3558.607295
OSTIGLIA;;{J};Italy;45.0603;11.1374;1;2013;;E.ON;1457;;Gas;;;;E On;WRI1002917;https://web.archive.org/web/20140409021055/http://www.eon-italia.com/en/business/generation/power-plants/ostiglia.html;GEODB;;;;2295.6;;3537.122372
VADO Ligure;;{J};Italy;44.2755;8.4305;1;2007;;Tirreno Power;1353;;Gas;;;;Tirreno Power;WRI1002976;http://www.tirrenopower.com/en/impianti-elettrici/vado-ligure/;GEODB;;;;1239.5;;3284.644179
ENIPOWER BRINDISI;;{J};Italy;40.6293;18.0033;1;;;Enipower;1260;;Gas;;;;Enipower;WRI1002879;http://www.enipower.eni.it/it/pages/dove-operiamo/brindisi/brindisi.shtml;GEODB;;;;4445;;3058.870411
TERMINI IMERESE C.LE;;{J};Italy;37.9684;13.7512;1;;;Viver Energia;1235;;Gas;;;;;WRI1002964;http://www.viverenergia.altervista.org/joomla/impianti-in-italia/29-centrale-termoelettrica-di-termini-imerese;WRI;;;;3410.7;;2998.178537
SERMIDE;;{J};Italy;45.0265;11.2522;1;2004;;Edipower;1151;;Gas;;;;Edipower;WRI1002951;http://www.edipower.it/edp/cms/edipower/attivita/impianti/centrale-termoelettrica-di-sermide/;GEODB;;;;938.94;;2794.253843
CHIVASSO;;{J};Italy;45.1856;7.9016;1;;;TERNA;1123;;Gas;;;;;WRI1002871;http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx;GEODB;;;;365.13;;2726.278945
ENIPOWER RAVENNA;;{J};Italy;45.512;9.509;1;2000;;Enipower;972;;Gas;;;;Enipower;WRI1002880;http://www.enipower.eni.it/it/pages/dove-operiamo/ravenna/ravenna.shtml;GEODB;;;;3473.9;;2359.700031
Cassano dÉ??Adda;;{J};Italy;45.5115;9.5098;1;;;A2A;969;;Gas;;;;A2A;WRI1002861;http://www.a2a.eu/en/plants_networks/thermoelectric/cassano/;WRI;;;;582.57;;2352.417006
GISSI;;{J};Italy;42.0502;14.5639;1;2004;;A2A;840;;Gas;;;;A2A;WRI1002890;http://www.a2a.eu/en/plants_networks/thermoelectric/gissi/;GEODB;;;;642.3;;2039.24694
CENTRALE DI SCANDALE;;{J};Italy;39.1022;17.0325;1;;;Ergosud;826;;Gas;;;;Ergosud;WRI1002865;http://www.ergosud.it/tecnologia;GEODB;;;;619;;2005.259491
ALTOMONTE;;{J};Italy;39.7118;16.215;1;2006;;Edison;808;;Gas;;;;Edison;WRI1002845;http://www.edison.it/en/altomonte-cs-thermoelectric-power-plant;GEODB;;;;2710.1;;1961.561343
PIACENZA;;{J};Italy;45.0543;9.7086;1;2006;;Edipower;806;;Gas;;;;Edipower;WRI1002918;https://web.archive.org/web/20110909235820/http://www.edipower.org/centrali/piacenza.asp;GEODB;;;;1068.7;;1956.705993
E.ON C.TE LIVORNO FERRARIS;;{J};Italy;45.2372;8.1932;1;;;Power Magazine;804;;Gas;;;;;WRI1002876;http://www.powermag.com/top-plantslivorno-ferraris-power-plant-vercelli-province-italy/;GEODB;;;;2390.8;;1951.850643
CENTRALE DI TURANO LODIGIANO - BERTONICO (LO);;{J};Italy;45.2268;9.6377;1;2011;;Ansaldo Energia;800;;Gas;;;;Ansalado Energia;WRI1002867;http://www.ansaldoenergia.it/easyUp/file/anno2012_numero2(1).pdf;GEODB;;;;1337.5;;1942.139943
SORGENIA PUGLIA CENTRALE DI MODUGNO;;{J};Italy;41.1025;16.756;1;2010;;Sorgenia;800;;Gas;;;;Sorgenia;WRI1002956;https://www.sorgenia.it/produzione/impianti-ciclo-combinato/centrale-modugno.html;GEODB;;;;947.41;;1942.139943
CCGT APRILIA;;{J};Italy;41.5616;12.6337;1;;;TERNA;787;;Gas;;;;;WRI1002862;http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx;GEODB;;;;790.96;;1910.580169
TORVISCOSA;;{J};Italy;45.817;13.2891;1;2006;;Edison;785;;Gas;;;;Edison;WRI1002971;http://www.centraletorviscosa.it/go.asp?Id=4;GEODB;;;;2027;;1905.724819
MONCALIERI;;{J};Italy;44.993;7.6755;1;;;Iren Energia;780;;Gas;;;;;WRI1002910;http://www.irenenergia.it/ChiSiamo/Attivita/Teleriscaldamento/Dove_Siamo/Impianti_Torino.html;GEODB;;;;2286.3;;1893.586445
ENERGIA MOLISE;;{J};Italy;41.9369;15.0004;1;2006;;Technip Magazine;769;;Gas;;;;;WRI1002878;http://www.technip.com/en/press/contract-award-800-mw-power-plant-italy;WRI;;;;827.53;;1866.88202
RIZZICONI;;{J};Italy;38.4453;15.99;1;;;Axpo;760;;Gas;;;;EGL Italia;WRI1002935;http://www.axpo.com/axpo/it/en/knowledge/power-production/assets-in-italy.html;GEODB;;;;3635.8;;1845.032946
SIMERI CRICHI;;{J};Italy;38.8759;16.6569;1;;;Edison;760;;Gas;;;;Edison;WRI1002953;http://www.skemaq.it/uploads/case-studies/7cae243ca90d11d3755216b3b90bacdc.pdf;GEODB;;;;2625;;1845.032946
SPARANISE;;{J};Italy;41.1783;14.1129;1;;;Axpo;760;;Gas;;;;EGL Italia;WRI1002958;http://www.axpo.com/axpo/it/en/knowledge/power-production/assets-in-italy.html;GEODB;;;;2845;;1845.032946
LEVANTE;;{J};Italy;45.4458;12.2552;1;1992;;TERNA;752.5;;Gas;;;;;WRI1002905;http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx;GEODB;;;;2165;;1826.825384
PORTO CORSINI;;{J};Italy;44.4836;12.2652;1;2002;;ENEL;750;;Gas;;;;ENEL;WRI1002924;https://www.enel.it/it-it/documents/azienda/ambiente/dichiarazioni_ambientali/portocorsini_da2008_2008.pdf;GEODB;;;;98.97;;1820.756197
PRIOLO C.LE;;{J};Italy;37.14;15.2159;1;;;ENEL;750;;Gas;;;;ENEL;WRI1002930;https://www.enel.it/it-it/documents/azienda/ambiente/dichiarazioni_ambientali/priologargallo_da2009_2010.pdf;GEODB;;;;3150;;1820.756197
SARLUX;;{J};Italy;39.1037;9.0063;1;2000;;Power and Technology Magazine;630;;Gas;;;;Saras SpA;WRI1002948;http://www.power-technology.com/projects/sarlux/;GEODB;;;;4429;;1529.435205
ISAB ENERGY;;{J};Italy;37.1399;15.2158;1;1998;;Siemens;521;;Gas;;;;;WRI1002894;http://www.energy.siemens.com/br/en/fossil-power-generation/power-plants/integrated-gasification-combined-cycle/integrated-gasification-combined-cycle.htm#content=References;GEODB;;;;2602;;1264.818638
CTE NUCE NORD;;{J};Italy;37.1313;15.2014;1;;;TERNA;480;;Gas;;;;ERG;WRI1002874;http://www.borsaitaliana.it/bitApp/view.bit?lang=it&target=DocViewerDownload&filename=db%2Fpdf%2Fnew%2F8318.pdf;WRI;;;;2085;;1165.283966
CANDELA;;{J};Italy;41.2014;15.4762;1;;;Edison;400;;Gas;;;;Edison;WRI1002858;http://www.skemaq.it/uploads/case-studies/7cae243ca90d11d3755216b3b90bacdc.pdf;GEODB;;;;2397.6;;971.0699716
CENTRALE DI TEVEROLA;;{J};Italy;41.0092;14.2281;1;2007;;Repower;400;;Gas;;;;;WRI1002866;https://web.archive.org/web/20110703082905/http://www.repower.com/en/it/production/power-plants/combined-cycle-gas-power-plant-in-teverola/;GEODB;;;;2500;;971.0699716
CTE DEL MINCIO;;{J};Italy;45.3993;10.7142;1;;;A2A;400;;Gas;;;;A2A;WRI1002873;http://www.a2a.eu/gruppo/cms/a2a/it/impianti_reti/termoelettrica/mincio.html;GEODB;;;;392.73;;971.0699716
NAPOLI L;;{J};Italy;40.8339;14.3006;1;2009;;Tirreno Power;400;;Gas;;;;Tirreno;WRI1002916;http://www.tirrenopower.com/en/impianti-elettrici/napoli-levante/;GEODB;;;;715;;971.0699716
Santa Barbara;;{J};Italy;43.565;11.4777;1;2006;;Dichiarazione Ambientale;390;;Gas;;;;;WRI1002940;https://www.enel.it/it-it/documents/azienda/ambiente/dichiarazioni_ambientali/ds_santa_barbara_2011.pdf;GEODB;;;;148;;946.7932223
VOGHERA;;{J};Italy;45.0296;8.9723;1;;;Tractabel;380.5;;Gas;;;;;WRI1002983;http://www.tractebel-engie.com/references/combined-cycle-power-plant-voghera-pavia-2/;GEODB;;;;1649;;923.7303105
LEINI;;{J};Italy;45.163;7.7505;1;2007;;Ansaldo Energia;379.5;;Gas;;;;;WRI1002904;http://ansaldoenergia.it/easyUp/file/pgs.pdf;GEODB;;;;1737;;921.3026356
PIETRAFITTA;;{J};Italy;42.9954;12.1995;1;;;ENEL;365;;Gas;;;;ENEL;WRI1002919;https://www.futur-e.enel.it/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-Disposition&blobheadername2=MDT-Type&blobheadervalue1=inline%3B+filename%3Dpietrafitta-ita.pdf&blobheadervalue2=abinary%3B+charset%3DUTF-8&blobkey=id&blobtable=MungoBlobs&blobwhere=1445864753429&ssbinary=true;GEODB;;;;14;;886.1013491
Maddaloni;;{J};Italy;41.0197;14.37;1;1977;;ENEL;352;;Gas;;;;;WRI1002907;https://www.futur-e.enel.it/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-Disposition&blobheadername2=MDT-Type&blobheadervalue1=inline%3B+filename%3Dmaddaloni-eng.pdf&blobheadervalue2=abinary%3B+charset%3DUTF-8&blobkey=id&blobtable=MungoBlobs&blobwhere=1445864757537&ssbinary=true;WRI;;;;;;854.541575
API ENERGIA IGCC;;{J};Italy;37.2814;13.521;1;2001;;IGCC;280;;Gas;;;;Edipower;WRI1002847;http://www.ogj.com/articles/print/volume-94/issue-50/in-this-issue/general-interest/italian-igcc-project-sets-pace-for-new-refining-era.html;WRI;;;;11;;679.7489801
LARINO TG;;{J};Italy;41.8055;14.9193;1;1992;;ENEL;250;;Gas;;;;ENEL;WRI1002903;https://www.futur-e.enel.it/cs/Satellite?blobcol=urldata&blobheader=application%2Fpdf&blobheadername1=Content-Disposition&blobheadername2=MDT-Type&blobheadervalue1=inline%3B+filename%3Dlarino-eng.pdf&blobheadervalue2=abinary%3B+charset%3DUTF-8&blobkey=id&blobtable=MungoBlobs&blobwhere=1445864757512&ssbinary=true;CARMA;;;;1;;606.9187322
AZOTATI;;{J};Italy;45.4511;12.2239;1;1993;;Edison IT;240;;Gas;;;;Edison;WRI1002851;https://www.edison.it/en/marghera-azotati-thermoelectric-power-plant;CARMA;;;;112;;582.641983
TOR DI VALLE;;{J};Italy;41.8117;12.4228;1;;;TERNA;223;;Gas;;;;GDF Suez;WRI1002966;http://www.terna.it/en-gb/sistemaelettrico/transparencyreport/generation/installedgenerationcapacity.aspx;CARMA;;;;0;;541.3715092
TRAPANI C.LE;;{J};Italy;38.0158;12.5108;1;;;E.ON;213.4;;Gas;;;;E On;WRI1002972;https://web.archive.org/web/20140409020226/http://www.eon-italia.com/en/business/generation/power-plants/trapani.html;CARMA;;;;100;;518.0658298
CELANO;;{J};Italy;42.0458;13.5475;1;1998;;Termica Celano;180;;Gas;;;;Grupo Industriale Maccaferri;WRI1002864;http://www.termicacelano.it/index.php/attivita;CARMA;;;;26;;436.9814872
SARMATO;;{J};Italy;45.0522;9.5072;1;1998;;Power Plants at Risk of Shutting Down;180;;Gas;;;;EON;WRI1002949;http://www.italy24.ilsole24ore.com/pdf2010/Editrice/ILSOLE24ORE/QUOTIDIANO_INSIDE_ITALY/Online/_Oggetti_Correlati/Documenti/2014/10/23/20141023_Power.pdf;GEODB;;;;0;;436.9814872
MILAZZO;;{J};Italy;38.2212;15.2383;1;;;Edison;162.9;;Gas;;;;;WRI1002909;http://www.termica-milazzo.it/navigate.asp?voce=4&sottovoce=1;CARMA;;;;967;;395.4682459
JESI;;{J};Italy;43.5537;13.285;1;2001;;Edison;140;;Gas;;;;Edison;WRI1002896;http://www.edison.it/media/EMAS-GETE1-jesi2005.pdf;GEODB;;;;0;;339.8744901
